jockey_name,track_code,wins,win_pct,starts,surface,source_page,year
Adam Beschizza,TP,26,16.5,158,,902,2025
Gerardo Corrales,TP,25,13.2,189,,902,2025
Walter A. Rodriguez,TP,26,29.5,88,,902,2025
Luan Machado,TP,13,13.8,94,,902,2025
Adam Beschizza,TP,10,14.1,71,,902,2025
Joseph D. Ramos,TP,8,9.0,89,,902,2025
Gabriel Saez,TP,7,12.5,56,,902,2025
Manuel Americano,TUP,83,15.9,521,,902,2025
Karlo Lopez,TUP,64,16.2,396,,902,2025
Guillermo Rodriguez,TUP,63,16.4,384,,902,2025
Alex M. Cruz,TUP,59,12.7,463,,902,2025
Orlando Mojica,TUP,56,18.6,301,,902,2025
Jose Antonio Figueroa,UN,4,66.7,6,,902,2025
Jose Elias Rodriguez,UN,3,100.0,3,,902,2025
Jaime E. Lopez,UN,1,12.5,8,,902,2025
Taylor E. Smith,UN,0,0.0,4,,902,2025
Vladimir P. Jensen,UN,0,0.0,5,,902,2025
Rafael Manuel Hernandez,WO,148,23.5,630,,902,2025
Pietro Moran,WO,139,16.7,833,,902,2025
Fraser Aebly,WO,94,14.9,630,,902,2025
Sahin Civaci,WO,90,20.7,435,,902,2025
Ryan Munger,WO,77,14.4,535,,902,2025
"Alfredo Triana, Jr.",WRD,26,15.9,164,,903,2025
Richard E. Eramia,WRD,21,17.8,118,,903,2025
Elvin Gonzalez,WRD,21,19.8,106,,903,2025
Leandro D. Goncalves,WRD,18,18.8,96,,903,2025
Alex Birzer,WRD,18,16.2,111,,903,2025
Luis A. Valenzuela,WYO,20,27.8,72,,903,2025
Keivan Serrano,WYO,10,14.9,67,,903,2025
Jimmy Ray Coates,WYO,10,14.9,67,,903,2025
Adrian B. Ramos,WYO,9,13.8,65,,903,2025
David Cardoso,WYO,9,18.4,49,,903,2025
"Alfredo J. Juarez, Jr.",ZIA,20,27.4,73,,903,2025
Luis A. Valenzuela,ZIA,12,16.9,71,,903,2025
Miguel A. Perez,ZIA,10,24.4,41,,903,2025
Francisco Amparan,ZIA,10,19.2,52,,903,2025
Ramon A. Vazquez,ZIA,9,36.0,25,,903,2025
Luis A. Valenzuela,ALB,24,25.0,96,,930,2025
Luis A. Fuentes,ALB,14,32.6,43,,930,2025
Fausto Henrique Da Silva,ALB,16,21.9,73,,930,2025
"Alfredo J. Juarez, Jr.",ALB,7,26.9,26,,930,2025
Aldo Arboleda,ALB,10,16.4,61,,930,2025
Manuel Franco,AQU,65,22.8,285,,931,2025
Jose Lezcano,AQU,56,20.8,269,,931,2025
Kendrick Carmouche,AQU,46,22.9,201,,931,2025
Eric Cancel,AQU,30,16.1,186,,931,2025
Ruben Silvera,AQU,22,11.5,192,,931,2025
Dylan Davis,AQU,20,26.7,75,,931,2025
Manuel Franco,AQU,19,22.4,85,,931,2025
Kendrick Carmouche,AQU,21,28.8,73,,931,2025
Javier Castellano,AQU,10,16.7,60,,931,2025
Christopher Elliott,AQU,11,17.5,63,,931,2025
Flavien Prat,AQU,45,33.1,136,,932,2025
Manuel Franco,AQU,33,17.5,189,,932,2025
Kendrick Carmouche,AQU,25,16.9,148,,932,2025
Jaime Rodriguez,AQU,20,13.5,148,,932,2025
Jose Lezcano,AQU,22,16.5,133,,932,2025
Flavien Prat,BAQ,28,31.1,90,,932,2025
